c_name	c_eyecolor	c_haircolor	c_skintone	c_skintype	c_skinconcerns	c_age
mendozm	None	None	medium	combination	None	25to34
sweetpea3476	None	None	None	combination	None	35to44
catize	None	None	None	None	None	over54
acprose	None	None	medium	combination	None	25to34
bettttte	None	None	light	combination	None	35to44
lilyplum	None	None	None	None	None	None
grammy62	None	None	medium	normal	None	over54
None	None	None	medium	combination	None	25to34
victorianine	None	None	fair	oily	None	35to44
nico999	None	None	medium	combination	None	25to34
barbraw	None	None	olive	combination	None	over54
ColleenD	None	None	fair	normal	None	45to54
cheeks930	None	None	light	normal	None	over54
sophiesdaughter	None	None	light	normal	None	over54
Kriki	None	None	None	combination	None	18to24
fairinca	None	None	fair	normal	None	18to24
minegri	None	None	dark	combination	None	45to54
Tlynne1211	None	None	None	combination	None	35to44
poetry	None	None	medium	combination	None	35to44
MsMelba	None	None	None	None	None	None
smahtnicole	None	None	None	None	None	None
nowrinkles	None	None	fair	oily	None	45to54
TNSHOEGIRL	None	None	deep	oily	None	25to34
violindenise	None	None	light	normal	None	35to44
Jahnis	None	None	light	combination	None	45to54
daintyheifer	None	None	None	None	None	18to24
versatility	None	None	None	normal	None	25to34
candicekp	None	None	None	combination	None	25to34
cubberbear	None	None	medium	normal	None	over54
cjk6	None	None	fair	combination	None	25to34
journeykat	None	None	olive	combination	None	35to44
beentheredoneit	None	None	light	None	None	25to34
mandara	None	None	None	None	None	over54
landscapelady	None	None	None	dry	None	45to54
bjbear4690	None	None	None	combination	None	35to44
rach8974	None	None	medium	combination	None	35to44
robbiego	None	None	medium	combination	None	45to54
debem	None	None	None	None	None	45to54
prkiazi	None	None	None	dry	None	35to44
elizabethrb	None	None	light	combination	None	45to54
tgindc	None	None	fair	combination	None	25to34
mleeps	None	None	light	dry	None	45to54
tlawish	None	None	medium	combination	None	35to44
momto4	None	None	light	combination	None	45to54
jeanbean13	None	None	fair	combination	None	35to44
twinofalice	None	None	None	None	None	None
crimsonlady231	None	None	medium	dry	None	25to34
violindenise	None	None	light	normal	None	35to44
lifeiscolor	None	None	None	None	None	25to34
skinnie	None	None	None	combination	None	35to44
ladywalker	None	None	None	None	None	45to54
Bbrising	None	None	medium	oily	None	45to54
umanjar	None	None	None	normal	None	35to44
evm731	None	None	None	combination	None	25to34
lorigran	None	None	None	None	None	None
cocosb	None	None	light	normal	None	25to34
treed	None	None	medium	dry	None	35to44
lyn8	None	None	fair	combination	None	25to34
BEUATY	None	None	light	combination	None	25to34
GoldieB	None	None	light	combination	None	45to54
jayhawkermom	None	None	medium	dry	None	45to54
josiea	None	None	light	combination	None	25to34
namaste	None	None	medium	normal	None	35to44
rucks	None	None	fair	combination	None	over54
yankeegrl	None	None	light	combination	None	35to44
wellokay	None	None	None	dry	None	18to24
kellyjb	None	None	light	combination	None	35to44
mjenap	None	None	fair	combination	None	35to44
alexak	None	None	None	None	None	None
lin325	None	None	olive	combination	None	25to34
trtexas	None	None	fair	dry	None	35to44
brandlover	None	None	deep	combination	None	25to34
Catwomanca	None	None	medium	combination	None	35to44
lee63	None	None	olive	normal	None	over54
elaff	None	None	None	None	None	None
supergrrrl	None	None	medium	normal	None	25to34
smittenkittenn	None	None	light	None	None	18to24
jen4urhair	None	None	None	combination	None	25to34
mandapan	None	None	fair	oily	None	None
gburggirl	None	None	None	combination	None	25to34
megmpugh	None	None	None	None	None	None
misssrose	None	None	None	oily	None	18to24
EmilieG	None	None	fair	oily	None	25to34
FreddiesMom	None	None	None	None	None	None
SknGrl	None	None	olive	combination	None	25to34
Jhyder	None	None	None	None	None	35to44
mckenziealysse	None	None	None	None	None	None
margolis	None	None	None	None	None	None
1curlygurly	None	None	None	None	None	None
sdp3	hazel	blonde	light	oily	acne	None
Meg2888	None	None	None	None	None	18to24
jaf3150	None	None	None	None	None	None
CassieHeaton	None	None	None	None	None	None
sephorafinley	None	None	None	None	None	None
Mercedesw37	blue	blonde	fair	normal	redness	None
TaylorRy	None	None	None	None	None	None
ogkells	None	None	None	None	None	None
MissyK13	None	None	None	normal	None	25to34
ciaraorcutt	None	None	None	combination	None	18to24
allgirlusa	None	None	None	combination	None	35to44
skin320	None	None	None	combination	None	18to24
katiemu	None	None	None	None	None	None
talia92	None	None	None	combination	None	18to24
missinlove	None	None	None	combination	None	18to24
peachykeen11992	None	None	None	combination	None	25to34
d0zey	None	None	None	combination	None	25to34
AshleyxSharon	None	None	None	dry	None	18to24
mcnaughty	hazel	brunette	fair	combination	None	25to34
vgbluefire	None	None	None	combination	None	35to44
supermom821	None	None	None	None	None	None
SorchaSidhe	None	None	None	None	None	None
jjkrh	None	None	None	oily	None	35to44
Xtty	None	None	None	oily	None	25to34
Geena11	None	None	None	None	None	None
NikitaBobita	None	None	None	combination	None	18to24
SRP35	None	None	None	None	None	None
kellycomments	None	None	None	normal	None	45to54
CoquetteHope	None	None	None	None	None	None
nasnousa	brown	brunette	light	dry	aging	None
Manno	None	None	None	None	None	None
spysails	None	blonde	light	dry	aging	None
Lipstick3eauty	None	None	None	None	None	None
mandyx03	None	None	None	None	None	None
johara2104	brown	black	olive	combination	darkCircles	None
jetaimesephora	green	blonde	medium	combination	aging	None
nomi1996	green	blonde	light	combination	None	over54
MMSchwartz	None	None	None	normal	None	18to24
bananatabacco	None	None	None	None	None	None
noninoni	None	None	None	dry	None	25to34
clairelove	None	None	None	None	None	None
piypiytao	None	None	None	None	None	None
aprlgrl	None	None	None	None	None	None
CMQUINN	None	None	None	dry	None	25to34
ginx	None	None	None	None	None	45to54
battery	None	None	None	oily	None	25to34
Subaiqa	None	None	None	None	None	None
Ldwillia06	None	None	None	None	None	None
kaitybug	None	None	None	oily	None	25to34
texasnantz	None	None	None	None	None	35to44
emnola	None	None	None	combination	None	25to34
ecinerevita	None	None	None	oily	None	25to34
megansamantha	None	None	medium	dry	None	25to34
lhyde	None	None	None	combination	None	45to54
SnowOwl	None	None	None	None	None	None
josy	None	None	None	dry	None	25to34
nanax	None	None	deep	oily	None	25to34
zoeyx3	None	None	None	normal	None	18to24
Cortie24	None	None	medium	combination	None	25to34
lonestarcitygrl	None	None	None	combination	None	35to44
beautyholic2888	None	None	None	combination	None	18to24
HannahElise93	None	None	None	combination	None	18to24
Catuu	None	None	None	combination	None	25to34
Undisputed33	None	None	None	None	None	None
kristinvegas	None	None	light	combination	None	18to24
littleperfection	None	None	None	combination	None	35to44
mamareyns	None	None	None	combination	None	25to34
mandalyn09	None	None	None	None	None	None
eunnislee	None	None	None	combination	None	18to24
rebnae	None	None	light	combination	None	25to34
VictoriaSofia	None	None	None	combination	None	18to24
CCW314	None	None	None	None	None	None
taytay13	None	None	None	combination	None	18to24
urbancoun	None	None	light	combination	None	25to34
akina24	None	None	None	combination	None	25to34
tsweety	None	None	None	oily	None	25to34
gingerbell	None	None	olive	combination	None	25to34
ooookaye	None	None	None	combination	None	25to34
christynj1234	None	None	None	combination	None	25to34
yellowdoodlebug	None	None	None	combination	None	25to34
josy	None	None	None	None	None	25to34
doudou	None	None	olive	oily	None	over54
cori04	None	None	None	None	None	None
agusta	None	None	light	combination	None	25to34
michellekan	None	None	fair	combination	None	25to34
NVW22	None	None	None	combination	None	18to24
mommytoe	None	None	None	normal	None	25to34
colleenyweeny	None	None	None	combination	None	25to34
calady	None	None	None	normal	None	over54
LuxuryLife	None	None	None	dry	None	25to34
tory7	None	None	None	None	None	25to34
beachgirl77	None	None	olive	normal	None	25to34
batmaam	None	None	medium	combination	None	45to54
pam921	None	None	fair	combination	None	45to54
swt13stuff	None	None	fair	oily	None	25to34
nicapotomus	None	None	None	oily	None	25to34
lilboo2002	None	None	light	combination	None	45to54
gmystique	None	None	light	oily	None	18to24
nhmom	None	None	light	combination	None	35to44
occlearskin	None	None	fair	combination	None	25to34
KatyF	None	None	None	oily	None	25to34
Hollyham	None	None	None	oily	None	35to44
rach8974	None	None	medium	combination	None	35to44
kalex	None	None	fair	combination	None	25to34
makeupaddict2010	None	None	None	None	None	None
piny	None	None	None	oily	None	35to44
cjluk	None	None	light	combination	None	45to54
dryblondie	None	None	fair	combination	None	35to44
QuinnOK	None	None	None	None	None	None
Stephy13cs	None	None	None	oily	None	18to24
LeFont	None	None	None	normal	None	25to34
katiebg	None	None	light	combination	None	18to24
nyaxa	None	None	fair	combination	None	25to34
luckyduck550	None	None	None	None	None	None
straniera	None	None	None	combination	None	18to24
saltypeanut	None	None	None	normal	None	13to17
shopaholicxgirl	None	None	light	combination	None	18to24
Jeneral	None	None	None	oily	None	18to24
Phillyblue	None	None	None	oily	None	25to34
mikahsteele	None	None	None	oily	None	35to44
missmermai	None	None	fair	combination	None	25to34
skiptotheloo	None	None	medium	combination	None	18to24
ashbask	None	None	None	combination	None	18to24
christine22222	None	None	None	combination	None	25to34
tenngal	None	None	fair	oily	None	35to44
danica89	None	None	None	oily	None	25to34
Hairstylistkat	None	None	None	None	None	None
jennz87	None	None	olive	combination	None	18to24
Sunflower27	None	None	None	None	None	None
aprlgrl	None	None	None	None	None	None
holli3ann3	None	None	None	oily	None	18to24
MareBear85375	None	None	None	normal	None	18to24
lipstickchick12	None	None	None	combination	None	25to34
brookie96	None	None	None	None	None	18to24
rambo86	None	None	None	oily	None	25to34
lecia1167	None	None	None	oily	None	45to54
ms2009	None	None	fair	combination	None	25to34
jackie426	None	None	None	None	None	None
diak1028	None	None	None	normal	None	25to34
sistersoo	None	None	light	dry	None	25to34
lotiii	None	None	None	combination	None	18to24
makeupfab	None	None	None	combination	None	25to34
CMQUINN	None	None	None	dry	None	25to34
ginx	None	None	None	None	None	45to54
battery	None	None	None	oily	None	25to34
Subaiqa	None	None	None	None	None	None
Ldwillia06	None	None	None	None	None	None
kaitybug	None	None	None	oily	None	25to34
texasnantz	None	None	None	None	None	35to44
emnola	None	None	None	combination	None	25to34
ecinerevita	None	None	None	oily	None	25to34
megansamantha	None	None	medium	dry	None	25to34
lhyde	None	None	None	combination	None	45to54
SnowOwl	None	None	None	None	None	None
josy	None	None	None	dry	None	25to34
nanax	None	None	deep	oily	None	25to34
zoeyx3	None	None	None	normal	None	18to24
Cortie24	None	None	medium	combination	None	25to34
lonestarcitygrl	None	None	None	combination	None	35to44
beautyholic2888	None	None	None	combination	None	18to24
HannahElise93	None	None	None	combination	None	18to24
Catuu	None	None	None	combination	None	25to34
Undisputed33	None	None	None	None	None	None
kristinvegas	None	None	light	combination	None	18to24
littleperfection	None	None	None	combination	None	35to44
mamareyns	None	None	None	combination	None	25to34
mandalyn09	None	None	None	None	None	None
eunnislee	None	None	None	combination	None	18to24
rebnae	None	None	light	combination	None	25to34
VictoriaSofia	None	None	None	combination	None	18to24
CCW314	None	None	None	None	None	None
taytay13	None	None	None	combination	None	18to24
urbancoun	None	None	light	combination	None	25to34
akina24	None	None	None	combination	None	25to34
tsweety	None	None	None	oily	None	25to34
gingerbell	None	None	olive	combination	None	25to34
ooookaye	None	None	None	combination	None	25to34
christynj1234	None	None	None	combination	None	25to34
yellowdoodlebug	None	None	None	combination	None	25to34
josy	None	None	None	None	None	25to34
doudou	None	None	olive	oily	None	over54
cori04	None	None	None	None	None	None
agusta	None	None	light	combination	None	25to34
michellekan	None	None	fair	combination	None	25to34
NVW22	None	None	None	combination	None	18to24
mommytoe	None	None	None	normal	None	25to34
colleenyweeny	None	None	None	combination	None	25to34
calady	None	None	None	normal	None	over54
LuxuryLife	None	None	None	dry	None	25to34
tory7	None	None	None	None	None	25to34
beachgirl77	None	None	olive	normal	None	25to34
batmaam	None	None	medium	combination	None	45to54
pam921	None	None	fair	combination	None	45to54
swt13stuff	None	None	fair	oily	None	25to34
nicapotomus	None	None	None	oily	None	25to34
lilboo2002	None	None	light	combination	None	45to54
gmystique	None	None	light	oily	None	18to24
nhmom	None	None	light	combination	None	35to44
occlearskin	None	None	fair	combination	None	25to34
KatyF	None	None	None	oily	None	25to34
Hollyham	None	None	None	oily	None	35to44
rach8974	None	None	medium	combination	None	35to44
kalex	None	None	fair	combination	None	25to34
makeupaddict2010	None	None	None	None	None	None
piny	None	None	None	oily	None	35to44
cjluk	None	None	light	combination	None	45to54
dryblondie	None	None	fair	combination	None	35to44
QuinnOK	None	None	None	None	None	None
Stephy13cs	None	None	None	oily	None	18to24
LeFont	None	None	None	normal	None	25to34
katiebg	None	None	light	combination	None	18to24
nyaxa	None	None	fair	combination	None	25to34
luckyduck550	None	None	None	None	None	None
straniera	None	None	None	combination	None	18to24
saltypeanut	None	None	None	normal	None	13to17
shopaholicxgirl	None	None	light	combination	None	18to24
Jeneral	None	None	None	oily	None	18to24
Phillyblue	None	None	None	oily	None	25to34
mikahsteele	None	None	None	oily	None	35to44
missmermai	None	None	fair	combination	None	25to34
skiptotheloo	None	None	medium	combination	None	18to24
ashbask	None	None	None	combination	None	18to24
christine22222	None	None	None	combination	None	25to34
tenngal	None	None	fair	oily	None	35to44
danica89	None	None	None	oily	None	25to34
Hairstylistkat	None	None	None	None	None	None
jennz87	None	None	olive	combination	None	18to24
Sunflower27	None	None	None	None	None	None
aprlgrl	None	None	None	None	None	None
holli3ann3	None	None	None	oily	None	18to24
MareBear85375	None	None	None	normal	None	18to24
lipstickchick12	None	None	None	combination	None	25to34
brookie96	None	None	None	None	None	18to24
rambo86	None	None	None	oily	None	25to34
lecia1167	None	None	None	oily	None	45to54
ms2009	None	None	fair	combination	None	25to34
jackie426	None	None	None	None	None	None
diak1028	None	None	None	normal	None	25to34
sistersoo	None	None	light	dry	None	25to34
lotiii	None	None	None	combination	None	18to24
makeupfab	None	None	None	combination	None	25to34
sarahfarr26	None	None	medium	combination	None	25to34
MissBellaHell	None	None	None	combination	None	25to34
aprlgrl	None	None	None	None	None	None
CMQUINN	None	None	None	dry	None	25to34
ginx	None	None	None	None	None	45to54
battery	None	None	None	oily	None	25to34
Subaiqa	None	None	None	None	None	None
Ldwillia06	None	None	None	None	None	None
kaitybug	None	None	None	oily	None	25to34
texasnantz	None	None	None	None	None	35to44
emnola	None	None	None	combination	None	25to34
ecinerevita	None	None	None	oily	None	25to34
megansamantha	None	None	medium	dry	None	25to34
lhyde	None	None	None	combination	None	45to54
SnowOwl	None	None	None	None	None	None
josy	None	None	None	dry	None	25to34
nanax	None	None	deep	oily	None	25to34
zoeyx3	None	None	None	normal	None	18to24
Cortie24	None	None	medium	combination	None	25to34
lonestarcitygrl	None	None	None	combination	None	35to44
beautyholic2888	None	None	None	combination	None	18to24
HannahElise93	None	None	None	combination	None	18to24
Catuu	None	None	None	combination	None	25to34
Undisputed33	None	None	None	None	None	None
kristinvegas	None	None	light	combination	None	18to24
littleperfection	None	None	None	combination	None	35to44
mamareyns	None	None	None	combination	None	25to34
mandalyn09	None	None	None	None	None	None
eunnislee	None	None	None	combination	None	18to24
rebnae	None	None	light	combination	None	25to34
VictoriaSofia	None	None	None	combination	None	18to24
CCW314	None	None	None	None	None	None
taytay13	None	None	None	combination	None	18to24
urbancoun	None	None	light	combination	None	25to34
akina24	None	None	None	combination	None	25to34
tsweety	None	None	None	oily	None	25to34
gingerbell	None	None	olive	combination	None	25to34
ooookaye	None	None	None	combination	None	25to34
christynj1234	None	None	None	combination	None	25to34
yellowdoodlebug	None	None	None	combination	None	25to34
josy	None	None	None	None	None	25to34
doudou	None	None	olive	oily	None	over54
cori04	None	None	None	None	None	None
agusta	None	None	light	combination	None	25to34
michellekan	None	None	fair	combination	None	25to34
NVW22	None	None	None	combination	None	18to24
mommytoe	None	None	None	normal	None	25to34
colleenyweeny	None	None	None	combination	None	25to34
calady	None	None	None	normal	None	over54
LuxuryLife	None	None	None	dry	None	25to34
tory7	None	None	None	None	None	25to34
beachgirl77	None	None	olive	normal	None	25to34
batmaam	None	None	medium	combination	None	45to54
pam921	None	None	fair	combination	None	45to54
swt13stuff	None	None	fair	oily	None	25to34
nicapotomus	None	None	None	oily	None	25to34
lilboo2002	None	None	light	combination	None	45to54
gmystique	None	None	light	oily	None	18to24
nhmom	None	None	light	combination	None	35to44
occlearskin	None	None	fair	combination	None	25to34
KatyF	None	None	None	oily	None	25to34
Hollyham	None	None	None	oily	None	35to44
rach8974	None	None	medium	combination	None	35to44
kalex	None	None	fair	combination	None	25to34
makeupaddict2010	None	None	None	None	None	None
piny	None	None	None	oily	None	35to44
cjluk	None	None	light	combination	None	45to54
dryblondie	None	None	fair	combination	None	35to44
QuinnOK	None	None	None	None	None	None
Stephy13cs	None	None	None	oily	None	18to24
LeFont	None	None	None	normal	None	25to34
katiebg	None	None	light	combination	None	18to24
nyaxa	None	None	fair	combination	None	25to34
luckyduck550	None	None	None	None	None	None
straniera	None	None	None	combination	None	18to24
saltypeanut	None	None	None	normal	None	13to17
shopaholicxgirl	None	None	light	combination	None	18to24
Jeneral	None	None	None	oily	None	18to24
Phillyblue	None	None	None	oily	None	25to34
mikahsteele	None	None	None	oily	None	35to44
missmermai	None	None	fair	combination	None	25to34
skiptotheloo	None	None	medium	combination	None	18to24
ashbask	None	None	None	combination	None	18to24
christine22222	None	None	None	combination	None	25to34
tenngal	None	None	fair	oily	None	35to44
danica89	None	None	None	oily	None	25to34
Hairstylistkat	None	None	None	None	None	None
jennz87	None	None	olive	combination	None	18to24
Sunflower27	None	None	None	None	None	None
aprlgrl	None	None	None	None	None	None
holli3ann3	None	None	None	oily	None	18to24
MareBear85375	None	None	None	normal	None	18to24
lipstickchick12	None	None	None	combination	None	25to34
brookie96	None	None	None	None	None	18to24
rambo86	None	None	None	oily	None	25to34
lecia1167	None	None	None	oily	None	45to54
ms2009	None	None	fair	combination	None	25to34
jackie426	None	None	None	None	None	None
diak1028	None	None	None	normal	None	25to34
sistersoo	None	None	light	dry	None	25to34
lotiii	None	None	None	combination	None	18to24
emluvs006	None	None	None	None	None	None
None	None	None	None	None	None	None
ssam28713	None	None	None	None	None	None
macsgal	None	None	None	None	None	None
lilystl	gray	red	porcelain	combination	blackheads	None
misskrystal	None	None	None	dry	None	25to34
SugarSkull24	brown	brunette	fair	combination	aging	None
maximliana	brown	brunette	deep	combination	aging	None
MrFussy	None	None	None	normal	None	45to54
schnance	None	None	None	normal	None	35to44
taylor73	None	None	None	None	None	18to24
medmike81	None	None	None	combination	None	25to34
mclaar	None	None	None	None	None	35to44
virginxia	None	None	None	combination	None	25to34
dianacontreras	None	None	None	None	None	None
beautyman	None	None	None	None	None	25to34
cdesrun	None	None	None	None	None	None
raj5721	None	None	None	oily	None	18to24
rich987456	None	None	None	None	None	35to44
shakil	None	None	None	None	None	25to34
Danieljay	None	None	None	None	None	None
tri21mom	None	None	None	None	None	None
Krizbit	None	None	None	combination	None	35to44
KristinKrz	None	None	None	None	None	18to24
KleverK	None	None	None	None	None	35to44
Malescounttoo	None	None	None	oily	None	25to34
kitty629	None	None	None	None	None	18to24
dlrs	None	None	None	dry	None	over54
kennyg	None	None	None	None	None	45to54
marlaj	None	None	None	None	None	35to44
SethNelson	None	None	None	combination	None	35to44
gm123	None	None	None	None	None	45to54
JohnBH	None	None	None	None	None	25to34
jokeypokey	None	None	None	None	None	18to24
Daia	None	None	None	None	None	None
lulusony	None	None	None	None	None	35to44
errboy	None	None	None	None	None	None
Westsider	None	None	None	None	None	35to44
SM0619	None	None	None	None	None	18to24
jd1956	None	None	None	None	None	45to54
LizzyLuLu	None	None	None	None	None	35to44
tinafoxgirl	None	None	None	None	None	35to44
etomkat	None	None	None	None	None	25to34
coconutbeverage	blue	auburn	fair	combination	acne	None
CyberMercy	None	None	None	None	None	None
jmbrian	None	None	None	None	None	None
MaddieRxGlam36	brown	brunette	medium	combination	redness	None
ErinSian	None	None	None	None	None	None
summer	None	None	None	combination	None	25to34
jhunley	None	None	None	combination	None	35to44
augXC	None	None	None	None	None	None
Zara1414	brown	brunette	light	combination	dullness	None
crazy4cosmetics2	None	None	None	dry	None	45to54
dmerhi	None	None	None	dry	None	25to34
LadySabra	None	None	None	None	None	None
AlyssaLovesYou	None	None	None	oily	None	18to24
NikkiRa	None	None	None	dry	None	18to24
cthi	None	None	None	dry	None	25to34
kimaly	None	None	None	None	None	None
amberleighh	None	None	None	None	None	None
AGS727	None	None	None	None	None	25to34
Robin931	None	None	None	None	None	None
bronzedbabes	None	None	None	combination	None	25to34
meg1185	None	None	None	normal	None	25to34
DoraemonGirl	None	None	None	combination	None	35to44
maritafl	None	None	None	normal	None	35to44
harmony1977	None	None	None	combination	None	35to44
margieebee	None	None	None	combination	None	25to34
daniekay	None	None	None	None	None	None
slumberdana	None	None	None	normal	None	35to44
sakura91	brown	black	light	combination	aging	18to24
Lini711	brown	blonde	porcelain	combination	aging	None
jennifer456	None	None	None	combination	None	35to44
rookieskincare	brown	brunette	fair	combination	acne	None
Trust8a4try	None	None	None	None	None	None
beautyp26	brown	brunette	olive	combination	unevenSkinTones	35to44
mrssoco	blue	red	fair	combination	aging	25to34
KESpence	hazel	brunette	light	dry	aging	None
Cac1986	brown	brunette	olive	dry	aging	None
vcgoobee	brown	brunette	light	combination	sunDamage	over54
northernbound	None	None	None	None	None	45to54
elainea	None	None	olive	combination	None	25to34
ltlspeeddemon	None	None	olive	normal	None	18to24
aashley	None	None	light	combination	None	35to44
luvkitties2	None	None	fair	combination	None	25to34
jennifere	None	None	medium	None	None	45to54
bradslizzie	None	None	None	None	None	25to34
brsinger	None	None	None	combination	None	35to44
annahclaire	None	None	None	None	None	None
MiraAnn	None	None	None	combination	None	25to34
mari721	None	None	fair	combination	None	25to34
lulucurls	None	None	medium	dry	None	25to34
gillisjel	None	None	light	oily	None	18to24
jilly	None	None	fair	combination	None	25to34
annlod	None	None	fair	combination	None	45to54
angienelson	None	None	None	None	None	None
deasy	None	None	medium	combination	None	35to44
lanasconsulting	None	None	fair	combination	None	35to44
ljnyc	None	None	None	combination	None	35to44
ralvarez89	None	None	None	combination	None	25to34
momokoLOVES	None	None	None	None	None	None
fighting44	None	None	medium	normal	None	45to54
lesliek222	None	None	medium	normal	None	25to34
Jeanine30	None	None	olive	oily	None	25to34
jarvart	None	None	light	combination	None	45to54
alleemichele	None	None	None	combination	None	18to24
makeuplover22	None	None	medium	combination	None	18to24
Gouya	None	None	light	oily	None	35to44
lkp214	None	None	medium	combination	None	25to34
ajp240	None	None	medium	None	None	18to24
BohemianBeauty	None	None	light	oily	None	18to24
Ayjey	None	None	medium	oily	None	18to24
sephoraaddictjc	None	None	medium	combination	None	25to34
mallsup	None	None	light	combination	None	25to34
Demiurge	None	None	None	None	None	None
jfmuni	None	None	light	combination	None	25to34
KSarah	None	None	fair	combination	None	18to24
luv2bhealthy	None	None	medium	combination	None	45to54
guruglam	None	None	fair	combination	None	25to34
amyhaa	None	None	None	None	None	None
marianm	None	None	fair	dry	None	45to54
ilikecosmetics	None	None	deep	combination	None	45to54
monaschmona	None	None	light	combination	None	25to34
Shopaholic1886	None	None	None	None	None	None
joey22	None	None	None	None	None	35to44
genesa	None	None	light	combination	None	25to34
crazyloco	None	None	light	combination	None	25to34
naeski	None	None	None	None	None	None
poreperfect	None	None	medium	combination	None	25to34
stellaamaree	None	None	None	None	None	None
MiaFrancesca	None	None	None	combination	None	25to34
froggierintexas	None	None	fair	dry	None	35to44
lesceeess	None	None	fair	oily	None	25to34
Diljo	None	None	None	None	None	None
BearTard	None	None	None	combination	None	25to34
tenngal	None	None	fair	oily	None	35to44
coco63	None	None	light	combination	None	45to54
daboonies	None	None	medium	None	None	45to54
gamma4eva	None	None	None	None	None	over54
lizwcu	None	None	None	None	None	25to34
Largepores	None	None	light	combination	None	25to34
rvg18	None	None	None	combination	None	18to24
angie2784	None	None	olive	combination	None	25to34
courtneyr13094	None	None	None	oily	None	18to24
mrsdukes88	None	None	None	combination	None	25to34
manda8609	None	None	None	None	None	25to34
jem216	None	None	medium	combination	None	13to17
AzAmy	None	None	fair	combination	None	25to34
amwrain	None	None	None	combination	None	45to54
AlexZ14	None	None	None	None	None	None
Nahren	None	None	medium	combination	None	35to44
hergrace	None	None	fair	combination	None	25to34
Catwomanca	None	None	medium	combination	None	35to44
trytobelieve1	None	None	None	None	None	None
Gaylyn	None	None	fair	combination	None	over54
ladyfafa	None	None	None	None	None	35to44
makeupista77	None	None	None	combination	None	25to34
edgie	None	None	medium	None	None	45to54
snurfer2	None	None	medium	combination	None	25to34
JaneAnne	None	None	medium	combination	None	over54
Madamegin	None	None	None	None	None	25to34
et123	None	None	None	None	None	None
CavyLove	None	None	None	normal	None	25to34
swalter	None	None	fair	combination	None	35to44
TerriD	None	None	light	combination	None	over54
Weiny	None	None	medium	normal	None	over54
poreless	None	None	medium	combination	None	45to54
CristinM	None	None	light	oily	None	18to24
enrilynne	None	None	None	None	None	None
LoveNikki73	None	None	None	oily	None	35to44
lb123	None	None	light	oily	None	18to24
alaina318	None	None	None	None	None	None
flawlesscoco	None	None	None	None	None	None
bullish	None	None	light	normal	None	45to54
Oaktown7	None	None	None	combination	None	over54
irishdna	None	None	None	None	None	45to54
mktm	None	None	None	None	None	None
missfashionista	None	None	fair	oily	None	18to24
krissinaa	None	None	light	combination	None	13to17
pastrychef	None	None	medium	combination	None	35to44
guerlaingal	None	None	None	None	None	None
schmippy	None	None	None	None	None	None
Dara813	None	None	None	None	None	None
marie9	None	None	None	dry	None	over54
plokloon	None	None	None	None	None	None
s4fou	None	None	None	None	None	None
cosmo262	None	None	None	None	None	None
knice3	None	None	None	None	None	None
JRisius	blue	red	light	combination	aging	None
Rude	None	None	None	None	None	None
skinobsessive	None	None	None	None	None	None
shannyshan	None	None	None	None	None	None
Riversong1	None	None	None	normal	None	45to54
vangie	hazel	blonde	medium	oily	acne	None
gentilini	None	None	None	normal	None	25to34
mommyof2boys	None	None	None	None	None	None
NS2015	None	None	None	None	None	None
divajenn	brown	brunette	olive	oily	acne	None
deecy63	None	None	None	None	None	None
C0lie23	hazel	brunette	medium	oily	acne	None
jessijae	brown	brunette	medium	combination	acne	None
DawnG1	hazel	brunette	light	normal	aging	None
jenni78945	hazel	brunette	fair	combination	acne	None
MrsWarfield	blue	blonde	light	combination	blackheads	None
sonyav1209	green	blonde	porcelain	combination	aging	None
Softballmom26	blue	brunette	tan	combination	acne	None
909aguilerahl	brown	brunette	light	combination	aging	None
JillIrvin	blue	blonde	light	combination	acne	None
TinyTaterTot	brown	brunette	light	combination	aging	None
TheAmazingTif	brown	black	medium	combination	blackheads	None
afflictedchic	blue	auburn	porcelain	dry	aging	None
amp720	blue	brunette	fair	combination	redness	None
NiaTaylorBeauty	brown	brunette	dark	combination	aging	None
sewengineermom	brown	black	tan	normal	darkCircles	None
JHarrell8	hazel	auburn	medium	combination	aging	None
tripletmom06	brown	brunette	medium	combination	acne	None
jillj81	green	blonde	light	combination	aging	None
lisamacc	brown	black	deep	combination	aging	None
candisso	blue	brunette	medium	dry	aging	None
JoceyD	brown	auburn	deep	combination	acne	None
Tfleming2	blue	brunette	light	normal	aging	None
cutiekate	brown	brunette	light	oily	acne	None
rebelsupplyco	green	black	fair	combination	acne	None
Kmunoz12	brown	brunette	fair	combination	acne	None
DJRW76	brown	auburn	medium	normal	acne	None
EmmaBee13	blue	blonde	light	combination	acne	None
angie116	hazel	brunette	medium	oily	acne	None
TuTu73	None	brunette	light	combination	aging	None
TheBagChic	hazel	brunette	olive	oily	aging	None
MsMellyCakes	brown	black	deep	combination	acne	None
melpj	hazel	brunette	olive	normal	dullness	None
eneyesee	brown	black	tan	combination	aging	None
reddtee	brown	blonde	light	dry	acne	None
CJAllDressedUp	blue	blonde	light	combination	acne	None
Diana71	hazel	blonde	fair	combination	acne	None
Nangirl43	brown	brunette	dark	combination	aging	None
Ljubi19	brown	brunette	light	normal	pores	None
BlogDiva	brown	black	ebony	combination	aging	None
UneJolieMama	hazel	blonde	light	combination	aging	None
Sunnyjb	hazel	blonde	tan	combination	acne	None
beautymama14	brown	brunette	olive	oily	aging	None
